BikeLaneID,Constructed,lat,lon,Type,Upgraded
419,2021,43.74872493840289,-79.49254267279059,On-Road Lanes,NA
420,2016,43.67630100621143,-79.14891024795827,Protected Lanes,NA
421,2016,43.62921431890689,-79.41525470978115,On-Road Lanes,NA
422,2019,43.79001892440254,-79.17526638648008,On-Road Lanes,NA
423,2022,43.7503438560199,-79.12425854104106,Protected Lanes,NA
424,2022,43.6093059105589,-79.49264556763694,Protected Lanes,NA
425,2020,43.822287006268745,-79.25336843904108,Protected Lanes,NA
426,2021,43.78305717089912,-79.49705889658537,Protected Lanes,NA
427,2020,43.653968570199794,-79.37959674757906,Shared Roadways,NA
428,2017,43.640535255477296,-79.3915973352315,On-Road Lanes,NA
429,2023,43.705063703877386,-79.30636821152177,Protected Lanes,NA
430,2015,43.614627217506055,-79.44631221518387,On-Road Lanes,NA
431,2015,43.647237842211034,-79.57296930498444,Shared Roadways,2016
432,2018,43.7953503849986,-79.20552848617547,On-Road Lanes,2019
433,2016,43.6239370244951,-79.34753940022085,On-Road Lanes,NA
434,2018,43.70557359229308,-79.30626346962993,Protected Lanes,NA
435,2022,43.6484451016807,-79.24801475555171,Shared Roadways,2023
436,2016,43.82148505810648,-79.46946469287388,Protected Lanes,NA
437,2023,43.67487969313515,-79.45338683005423,On-Road Lanes,NA
438,2020,43.765973604463504,-79.4788414354017,Protected Lanes,NA
439,2023,43.84839769854211,-79.43610958231613,Protected Lanes,2024
440,2015,43.82139552165289,-79.57937819057145,Shared Roadways,NA
441,2016,43.59232249275781,-79.22637115815189,Shared Roadways,NA
442,2021,43.77262871810934,-79.56872536417097,On-Road Lanes,NA
443,2016,43.751354034671095,-79.50813314342406,On-Road Lanes,NA
444,2017,43.69252187923994,-79.42480981979054,Protected Lanes,NA
445,2020,43.6672900422127,-79.2433156924136,Protected Lanes,NA
446,2019,43.817577308921614,-79.1403394748969,Protected Lanes,NA
447,2015,43.6035904265102,-79.25487654610072,On-Road Lanes,NA
448,2015,43.68817055559018,-79.17578271299601,Shared Roadways,NA
449,2020,43.60837482949719,-79.29630192951765,On-Road Lanes,NA
450,2020,43.69980788679328,-79.23400748090819,Protected Lanes,NA
451,2016,43.73737312742742,-79.42422396701761,Shared Roadways,2017
452,2020,43.626925672600045,-79.61464507692028,Protected Lanes,NA
453,2019,43.697494413310196,-79.4432249513967,Shared Roadways,NA
454,2023,43.65095064111054,-79.21617101645563,Protected Lanes,NA
455,2021,43.827425835956824,-79.23773976904806,Protected Lanes,NA
456,2017,43.7376571872551,-79.48088522372302,On-Road Lanes,NA
457,2021,43.811420055744236,-79.32886486920063,Protected Lanes,NA
458,2023,43.69511881169397,-79.38830134820194,Protected Lanes,NA
459,2018,43.76431780770887,-79.14854786044918,Protected Lanes,NA
460,2017,43.76968119744677,-79.37563039700501,On-Road Lanes,NA
461,2017,43.745127827997784,-79.26986156346277,Shared Roadways,NA
462,2016,43.682761334402024,-79.47722842602991,Shared Roadways,2020
463,2023,43.81860918410821,-79.2913564802194,Protected Lanes,NA
464,2018,43.6988153742603,-79.13877354143654,Shared Roadways,2023
465,2016,43.67064082669327,-79.5621641897643,On-Road Lanes,NA
466,2017,43.62459335724823,-79.47625093488489,On-Road Lanes,NA
467,2017,43.80475201311754,-79.29598832841032,Protected Lanes,NA
468,2016,43.59859220232582,-79.19544172601775,Shared Roadways,NA
469,2020,43.68682983470149,-79.29309739766643,Protected Lanes,NA
470,2021,43.82185074593639,-79.39738125238102,Shared Roadways,NA
471,2020,43.763348521890585,-79.47940820048564,On-Road Lanes,2021
472,2016,43.77986477100756,-79.14817749360111,Protected Lanes,NA
473,2022,43.69654699061764,-79.46532002150082,Protected Lanes,NA
474,2019,43.63632016857853,-79.48626629240346,Protected Lanes,NA
475,2023,43.77223084905185,-79.2585542881908,On-Road Lanes,2024
476,2018,43.81833457787288,-79.52675145050046,Shared Roadways,NA
477,2021,43.67979300604202,-79.1257405170519,On-Road Lanes,NA
478,2021,43.70147946977289,-79.5242161757825,Shared Roadways,NA
479,2017,43.724313863243445,-79.29916059854907,Shared Roadways,NA
480,2015,43.74960858183214,-79.61358316266444,Protected Lanes,NA
481,2020,43.6848336637998,-79.32739538036287,Protected Lanes,2022
482,2023,43.658125825361346,-79.26321841613856,Protected Lanes,NA
483,2020,43.70481626959285,-79.22442304448225,Shared Roadways,NA
484,2021,43.696542791661344,-79.5910851389682,Protected Lanes,2022
485,2015,43.680793150737884,-79.51290262944997,Shared Roadways,NA
486,2019,43.81608557503438,-79.35361932008993,On-Road Lanes,2020
487,2020,43.763616368519145,-79.58619877417107,Protected Lanes,2021
488,2019,43.61472144200001,-79.23771025357303,Shared Roadways,NA
489,2015,43.81254183105426,-79.54738086974714,Shared Roadways,2016
490,2023,43.74925994775956,-79.13864203449805,Shared Roadways,NA
491,2023,43.82712990289088,-79.17218413996045,Protected Lanes,NA
492,2015,43.72126922651893,-79.31473975466099,On-Road Lanes,NA
493,2017,43.76004632916767,-79.2296566200722,Shared Roadways,2021
494,2019,43.72507412987761,-79.49858375010547,On-Road Lanes,NA
495,2019,43.80790867573815,-79.53359899064992,Protected Lanes,NA
496,2023,43.66739890559576,-79.15166454622988,On-Road Lanes,NA
497,2021,43.607022192245346,-79.51591565018055,On-Road Lanes,NA
498,2021,43.71743628047639,-79.48688781343401,Protected Lanes,NA
499,2016,43.72470100803301,-79.271292309165,Shared Roadways,NA
500,2023,43.67538254685002,-79.4650874426635,Protected Lanes,NA
